# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "transcript" "-F" "GTF" "-O" "-p" "-T" "6" "-a" "genomic.gtf" "-s" "2" "-o" "dimA_2_light_T1.featureCounts.txt" "dimA_2_light_T1.bam" 
Geneid	Chr	Start	End	Strand	Length	dimA_2_light_T1.bam
gene-PA14_53510	CP000438.1	4744115	4744756	-	642	759
gene-PA14_53520	CP000438.1	4744858	4745877	-	1020	587
gene-PA14_53530	CP000438.1	4746002	4746835	+	834	2147
gene-PA14_53540	CP000438.1	4746970	4747911	-	942	57
gene-PA14_53550	CP000438.1	4748020	4748703	-	684	254
gene-PA14_53560	CP000438.1	4748791	4749669	+	879	554
gene-PA14_53570	CP000438.1	4750546	4751322	-	777	132
gene-PA14_53580	CP000438.1	4751681	4752283	+	603	772
gene-PA14_53590	CP000438.1	4752288	4753559	+	1272	6744
gene-PA14_53600	CP000438.1	4753546	4754154	+	609	1647
gene-PA14_53610	CP000438.1	4754190	4754795	+	606	416
gene-PA14_53620	CP000438.1	4756330	4756968	+	639	104
gene-PA14_53630	CP000438.1	4757211	4757546	+	336	40
gene-PA14_53640	CP000438.1	4757720	4758238	+	519	14
gene-PA14_53650	CP000438.1	4758490	4758936	+	447	230
gene-PA14_53660	CP000438.1	4758953	4760041	+	1089	1115
gene-PA14_53670	CP000438.1	4760148	4760960	-	813	2495
gene-PA14_53680	CP000438.1	4761260	4761493	-	234	27
gene-PA14_53690	CP000438.1	4761706	4761978	+	273	26
gene-PA14_53700	CP000438.1	4762009	4762434	-	426	201
gene-PA14_53720	CP000438.1	4762535	4763419	+	885	425
gene-PA14_53730	CP000438.1	4763392	4764345	-	954	1239
gene-PA14_53740	CP000438.1	4764566	4765000	+	435	111
gene-PA14_53750	CP000438.1	4764997	4766244	+	1248	282
gene-PA14_53770	CP000438.1	4766533	4767828	+	1296	188
gene-PA14_53780	CP000438.1	4767825	4769072	+	1248	503
gene-PA14_53790	CP000438.1	4769103	4769804	+	702	1132
gene-PA14_53800	CP000438.1	4769911	4771227	+	1317	139
gene-PA14_53810	CP000438.1	4771279	4771752	-	474	389
gene-PA14_53820	CP000438.1	4771821	4772588	-	768	1345
gene-PA14_53830	CP000438.1	4773215	4773610	-	396	90
gene-PA14_53840	CP000438.1	4774171	4774398	+	228	3597
gene-PA14_53850	CP000438.1	4774608	4775429	-	822	1297
gene-PA14_53860	CP000438.1	4775461	4775901	-	441	673
gene-PA14_53870	CP000438.1	4775987	4776310	-	324	100
gene-PA14_53880	CP000438.1	4776310	4777830	-	1521	277
gene-PA14_53890	CP000438.1	4777827	4778360	-	534	29
gene-PA14_53900	CP000438.1	4778779	4780770	+	1992	1074
gene-PA14_53910	CP000438.1	4780784	4781434	-	651	1156
gene-PA14_53920	CP000438.1	4781552	4782274	+	723	604
gene-PA14_53940	CP000438.1	4782285	4783181	+	897	7962
gene-PA14_53950	CP000438.1	4783274	4784401	+	1128	18977
gene-PA14_53970	CP000438.1	4784532	4787138	+	2607	17994
gene-PA14_53980	CP000438.1	4787257	4788444	+	1188	4046
gene-PA14_54000	CP000438.1	4788579	4790063	+	1485	5101
gene-PA14_54010	CP000438.1	4790041	4790829	-	789	434
gene-PA14_54030	CP000438.1	4790936	4791751	+	816	47
gene-PA14_54040	CP000438.1	4791877	4793292	-	1416	1994
gene-PA14_54050	CP000438.1	4793615	4794280	-	666	488
gene-PA14_54070	CP000438.1	4794285	4794494	-	210	534
gene-PA14_54080	CP000438.1	4794649	4797774	+	3126	846
gene-PA14_54090	CP000438.1	4797779	4798942	-	1164	669
gene-PA14_54110	CP000438.1	4798998	4799303	-	306	11
gene-PA14_54120	CP000438.1	4799313	4799951	-	639	25
gene-PA14_54130	CP000438.1	4800078	4801007	+	930	492
gene-PA14_54150	CP000438.1	4801152	4802672	-	1521	1076
gene-PA14_54170	CP000438.1	4802984	4806166	-	3183	2047
gene-PA14_54180	CP000438.1	4806630	4808693	+	2064	129
gene-PA14_54190	CP000438.1	4808815	4809567	-	753	498
gene-PA14_54210	CP000438.1	4809758	4812157	+	2400	10538
gene-PA14_54220	CP000438.1	4812268	4812672	+	405	1059
gene-PA14_54230	CP000438.1	4812771	4813523	+	753	1526
gene-PA14_54240	CP000438.1	4813655	4814227	+	573	301
gene-PA14_54260	CP000438.1	4814332	4815072	+	741	419
gene-PA14_54270	CP000438.1	4815069	4816037	+	969	507
gene-PA14_54290	CP000438.1	4816128	4816874	-	747	2947
gene-PA14_54300	CP000438.1	4816867	4817568	-	702	766
gene-PA14_54320	CP000438.1	4817629	4818546	-	918	5583
gene-PA14_54330	CP000438.1	4818539	4819228	-	690	2876
gene-PA14_54340	CP000438.1	4819225	4819602	-	378	1882
gene-PA14_54350	CP000438.1	4819772	4820626	-	855	5656
gene-PA14_54370	CP000438.1	4820632	4822431	-	1800	9913
gene-PA14_54390	CP000438.1	4822581	4824005	-	1425	26987
gene-PA14_54400	CP000438.1	4824045	4824500	-	456	4149
gene-PA14_54410	CP000438.1	4824497	4825447	-	951	8816
gene-PA14_54420	CP000438.1	4825456	4826040	-	585	9530
gene-PA14_54430	CP000438.1	4826072	4826653	-	582	6312
gene-PA14_54450	CP000438.1	4827062	4828678	+	1617	1416
gene-PA14_54460	CP000438.1	4828647	4829099	-	453	1370
gene-PA14_54470	CP000438.1	4829083	4829337	-	255	1363
gene-PA14_54480	CP000438.1	4829610	4830554	+	945	1926
gene-PA14_54490	CP000438.1	4830655	4831491	+	837	1708
gene-PA14_54500	CP000438.1	4831499	4832881	-	1383	1053
gene-PA14_54510	CP000438.1	4832874	4833545	-	672	950
gene-PA14_54520	CP000438.1	4833756	4835039	+	1284	2757
gene-PA14_54540	CP000438.1	4835069	4836052	+	984	5245
gene-PA14_54550	CP000438.1	4836101	4836571	+	471	1103
gene-PA14_54570	CP000438.1	4836582	4838099	+	1518	3407
gene-PA14_54580	CP000438.1	4838092	4839129	+	1038	1173
gene-PA14_54590	CP000438.1	4839255	4839950	-	696	1491
gene-PA14_54600	CP000438.1	4840050	4840871	-	822	168
gene-PA14_54610	CP000438.1	4840928	4841839	-	912	81
gene-PA14_54620	CP000438.1	4841942	4843450	+	1509	6729
gene-PA14_54630	CP000438.1	4843462	4844625	+	1164	7307
gene-PA14_54640	CP000438.1	4844691	4845509	+	819	12400
gene-PA14_54660	CP000438.1	4845568	4846671	+	1104	10807
gene-PA14_54670	CP000438.1	4846783	4847679	+	897	2297
gene-PA14_54680	CP000438.1	4848072	4848380	+	309	165
gene-PA14_54690	CP000438.1	4848496	4849137	+	642	360
gene-PA14_54700	CP000438.1	4849172	4851148	-	1977	105
gene-PA14_54710	CP000438.1	4851251	4852165	+	915	247
gene-PA14_54720	CP000438.1	4852169	4852426	-	258	38
gene-PA14_54730	CP000438.1	4852480	4852725	-	246	42
gene-PA14_54740	CP000438.1	4852842	4853291	-	450	72
gene-PA14_54750	CP000438.1	4853383	4853550	-	168	232
gene-PA14_54760	CP000438.1	4853789	4854865	+	1077	910
gene-PA14_54770	CP000438.1	4854862	4855677	+	816	826
gene-PA14_54790	CP000438.1	4855698	4855970	+	273	547
gene-PA14_54800	CP000438.1	4855970	4856662	+	693	372
gene-PA14_54810	CP000438.1	4856798	4857841	+	1044	4270
gene-PA14_54820	CP000438.1	4857921	4858658	+	738	2220
gene-PA14_54830	CP000438.1	4859110	4860012	+	903	4383
gene-PA14_54840	CP000438.1	4860143	4860213	+	71	243
gene-PA14_54850	CP000438.1	4860413	4860634	+	222	310
gene-PA14_54860	CP000438.1	4860837	4861445	-	609	348
gene-PA14_54870	CP000438.1	4861608	4862516	-	909	225
gene-PA14_54880	CP000438.1	4862635	4863513	-	879	491
gene-PA14_54890	CP000438.1	4863414	4865318	-	1905	919
gene-PA14_54900	CP000438.1	4865315	4866469	-	1155	364
gene-PA14_54910	CP000438.1	4866692	4867507	-	816	291
gene-PA14_54920	CP000438.1	4867504	4871967	-	4464	1526
gene-PA14_54930	CP000438.1	4872096	4875437	-	3342	803
gene-PA14_54940	CP000438.1	4875551	4878535	-	2985	658
gene-PA14_54950	CP000438.1	4878789	4880135	-	1347	276
gene-PA14_54960	CP000438.1	4880090	4881058	-	969	77
gene-PA14_54970	CP000438.1	4881162	4882919	-	1758	200
gene-PA14_54980	CP000438.1	4882923	4884677	-	1755	208
gene-PA14_55000	CP000438.1	4884920	4885870	+	951	48
gene-PA14_55020	CP000438.1	4885877	4886899	+	1023	81
gene-PA14_55030	CP000438.1	4886892	4887956	+	1065	46
gene-PA14_55040	CP000438.1	4887953	4888810	+	858	45
gene-PA14_55050	CP000438.1	4888957	4891011	+	2055	3940
gene-PA14_55060	CP000438.1	4891261	4892103	-	843	780
gene-PA14_55070	CP000438.1	4892136	4892399	-	264	992
gene-PA14_55080	CP000438.1	4893060	4894265	+	1206	6576
gene-PA14_55090	CP000438.1	4894348	4894746	+	399	1182
gene-PA14_55100	CP000438.1	4895224	4895700	-	477	312
gene-PA14_55110	CP000438.1	4895932	4896225	-	294	412
gene-PA14_55117	CP000438.1	4896471	4897388	+	918	627
gene-PA14_55130	CP000438.1	4897432	4897827	-	396	31
gene-PA14_55140	CP000438.1	4897872	4898168	-	297	37
gene-PA14_55150	CP000438.1	4898284	4899138	+	855	261
gene-PA14_55160	CP000438.1	4899424	4900203	+	780	35
gene-PA14_55170	CP000438.1	4900296	4900829	+	534	792
gene-PA14_55180	CP000438.1	4901189	4902088	+	900	1592
gene-PA14_55200	CP000438.1	4902216	4903610	+	1395	1223
gene-PA14_55220	CP000438.1	4903681	4904997	+	1317	406
gene-PA14_55230	CP000438.1	4905076	4905981	+	906	90
gene-PA14_55240	CP000438.1	4905964	4906629	-	666	287
gene-PA14_55250	CP000438.1	4906701	4907687	-	987	103
gene-PA14_55260	CP000438.1	4907697	4908122	-	426	31
gene-PA14_55280	CP000438.1	4908122	4909066	-	945	81
gene-PA14_55290	CP000438.1	4909071	4909550	-	480	67
gene-PA14_55300	CP000438.1	4909579	4910241	-	663	34
gene-PA14_55320	CP000438.1	4910276	4911982	-	1707	55
gene-PA14_55330	CP000438.1	4912050	4912796	-	747	7
gene-PA14_55340	CP000438.1	4912805	4913224	-	420	13
gene-PA14_55360	CP000438.1	4913235	4915082	-	1848	54
gene-PA14_55380	CP000438.1	4915106	4916740	-	1635	17
gene-PA14_55390	CP000438.1	4916905	4917507	-	603	17
gene-PA14_55400	CP000438.1	4917899	4930432	-	12534	720
gene-PA14_55410	CP000438.1	4930632	4931810	-	1179	45
gene-PA14_55430	CP000438.1	4932324	4933538	-	1215	9
gene-PA14_55440	CP000438.1	4933538	4934947	-	1410	61
gene-PA14_55450	CP000438.1	4934944	4937355	-	2412	53
gene-PA14_55460	CP000438.1	4937352	4937945	-	594	0
gene-PA14_55470	CP000438.1	4937932	4939074	-	1143	23
gene-PA14_55480	CP000438.1	4939140	4940105	-	966	9
gene-PA14_55490	CP000438.1	4940113	4940562	-	450	26
gene-PA14_55500	CP000438.1	4940796	4941170	+	375	17
gene-PA14_55510	CP000438.1	4941173	4941604	-	432	125
gene-PA14_55520	CP000438.1	4941752	4942201	+	450	17
gene-PA14_55530	CP000438.1	4942185	4942826	+	642	51
gene-PA14_55540	CP000438.1	4942836	4943795	-	960	50
gene-PA14_55550	CP000438.1	4943865	4944410	-	546	29
gene-PA14_55560	CP000438.1	4944407	4945123	-	717	65
gene-PA14_55570	CP000438.1	4945289	4945609	+	321	242
gene-PA14_55580	CP000438.1	4945726	4946322	-	597	118
gene-PA14_55590	CP000438.1	4946628	4947179	+	552	79
gene-PA14_55600	CP000438.1	4947187	4948602	+	1416	121
gene-PA14_55610	CP000438.1	4948578	4951673	+	3096	222
gene-PA14_55620	CP000438.1	4952020	4952151	-	132	52
gene-PA14_55631	CP000438.1	4952288	4955171	-	2884	51583
gene-PA14_55634	CP000438.1	4955401	4955473	-	73	1001
gene-PA14_55635	CP000438.1	4955505	4955578	-	74	1164
gene-PA14_55637	CP000438.1	4955644	4957169	-	1526	9127
gene-PA14_55640	CP000438.1	4957850	4959079	+	1230	581
gene-PA14_55650	CP000438.1	4959088	4962723	+	3636	1669
gene-PA14_55660	CP000438.1	4962745	4964910	-	2166	3066
gene-PA14_55670	CP000438.1	4964907	4968644	-	3738	3970
gene-PA14_55690	CP000438.1	4968641	4972156	-	3516	3673
gene-PA14_55710	CP000438.1	4972197	4972880	-	684	1349
gene-PA14_55720	CP000438.1	4972993	4973883	-	891	46
gene-PA14_55730	CP000438.1	4973983	4974786	+	804	172
gene-PA14_55740	CP000438.1	4974841	4976046	+	1206	495
gene-PA14_55750	CP000438.1	4976043	4977659	-	1617	1190
gene-PA14_55760	CP000438.1	4977658	4978344	+	687	457
gene-PA14_55770	CP000438.1	4978489	4979958	+	1470	1977
gene-PA14_55780	CP000438.1	4980026	4982794	-	2769	803
gene-PA14_55790	CP000438.1	4982804	4983310	-	507	405
gene-PA14_55800	CP000438.1	4983374	4983856	+	483	57
gene-PA14_55810	CP000438.1	4983977	4984804	+	828	5216
gene-PA14_55820	CP000438.1	4984830	4986500	-	1671	577
gene-PA14_55840	CP000438.1	4986525	4986809	-	285	158
gene-PA14_55850	CP000438.1	4986832	4987569	-	738	654
gene-PA14_55860	CP000438.1	4987566	4988477	-	912	404
gene-PA14_55880	CP000438.1	4988487	4989371	-	885	258
gene-PA14_55890	CP000438.1	4989368	4990633	-	1266	470
gene-PA14_55900	CP000438.1	4990630	4991814	-	1185	604
gene-PA14_55920	CP000438.1	4991824	4993074	-	1251	891
gene-PA14_55930	CP000438.1	4993088	4993999	-	912	682
gene-PA14_55940	CP000438.1	4994409	4994621	+	213	14533
gene-PA14_55960	CP000438.1	4994810	4996708	+	1899	1120
gene-PA14_55980	CP000438.1	4996812	4998302	-	1491	4590
gene-PA14_56000	CP000438.1	4998702	5000591	+	1890	1571
gene-PA14_56010	CP000438.1	5000826	5002715	+	1890	4304
gene-PA14_56030	CP000438.1	5003033	5004148	+	1116	5802
gene-PA14_56040	CP000438.1	5004141	5004902	+	762	1978
gene-PA14_56050	CP000438.1	5004899	5005900	+	1002	1348
gene-PA14_56060	CP000438.1	5006137	5006988	-	852	3436
gene-PA14_56070	CP000438.1	5007248	5007622	+	375	6415
gene-PA14_56080	CP000438.1	5007707	5009149	-	1443	4074
gene-PA14_56090	CP000438.1	5009374	5010111	+	738	1389
gene-PA14_56100	CP000438.1	5010149	5010946	+	798	859
gene-PA14_56110	CP000438.1	5010943	5011923	+	981	672
gene-PA14_56130	CP000438.1	5011910	5013481	+	1572	881
gene-PA14_56140	CP000438.1	5013478	5014755	+	1278	761
gene-PA14_56160	CP000438.1	5014752	5015759	+	1008	1959
gene-PA14_56170	CP000438.1	5015756	5017087	+	1332	916
gene-PA14_56180	CP000438.1	5017092	5017451	-	360	2392
gene-PA14_56190	CP000438.1	5017512	5017934	-	423	725
gene-PA14_56200	CP000438.1	5018035	5018418	-	384	722
gene-PA14_56210	CP000438.1	5018512	5019318	+	807	405
gene-PA14_56220	CP000438.1	5019403	5020317	+	915	8608
gene-PA14_56240	CP000438.1	5020400	5021851	+	1452	21155
gene-PA14_56250	CP000438.1	5022041	5022814	-	774	1092
gene-PA14_56260	CP000438.1	5022880	5023806	-	927	1417
gene-PA14_56280	CP000438.1	5023799	5024926	-	1128	1669
gene-PA14_56300	CP000438.1	5025202	5026725	+	1524	5725
gene-PA14_56340	CP000438.1	5026822	5028078	-	1257	913
gene-PA14_56360	CP000438.1	5028215	5028523	-	309	703
gene-PA14_56370	CP000438.1	5028544	5029128	-	585	1258
gene-PA14_56380	CP000438.1	5029232	5029843	-	612	242
gene-PA14_56390	CP000438.1	5029937	5031217	-	1281	1553
gene-PA14_56410	CP000438.1	5031317	5032396	-	1080	1884
gene-PA14_56420	CP000438.1	5032471	5033043	-	573	734
gene-PA14_56430	CP000438.1	5033108	5033878	-	771	140
gene-PA14_56450	CP000438.1	5033978	5035462	-	1485	380
gene-PA14_56470	CP000438.1	5035463	5036782	-	1320	114
gene-PA14_56480	CP000438.1	5036820	5038040	-	1221	606
gene-PA14_56510	CP000438.1	5038205	5038795	-	591	1973
gene-PA14_56520	CP000438.1	5038856	5039191	-	336	484
gene-PA14_56530	CP000438.1	5039188	5040342	-	1155	2646
gene-PA14_56540	CP000438.1	5040371	5041156	-	786	10474
gene-PA14_56550	CP000438.1	5041241	5042137	-	897	1108
gene-PA14_56560	CP000438.1	5042340	5043095	+	756	87
gene-PA14_56570	CP000438.1	5043095	5043871	+	777	95
gene-PA14_56590	CP000438.1	5043868	5044728	-	861	51402
gene-PA14_56600	CP000438.1	5044878	5045450	-	573	459
gene-PA14_56620	CP000438.1	5045603	5045905	+	303	796
gene-PA14_56640	CP000438.1	5045954	5047120	+	1167	259
gene-PA14_56660	CP000438.1	5047157	5048209	+	1053	845
gene-PA14_56670	CP000438.1	5048269	5048511	-	243	716
gene-PA14_56680	CP000438.1	5048511	5050811	-	2301	4991
gene-PA14_56690	CP000438.1	5050829	5051056	-	228	1131
gene-PA14_56700	CP000438.1	5051273	5051746	-	474	686
gene-PA14_56720	CP000438.1	5052664	5053653	-	990	1083
gene-PA14_56730	CP000438.1	5053838	5054896	+	1059	2599
gene-PA14_56740	CP000438.1	5054897	5055799	-	903	369
gene-PA14_56750	CP000438.1	5055897	5056298	+	402	47
gene-PA14_56770	CP000438.1	5056300	5056902	+	603	67
gene-PA14_56780	CP000438.1	5057249	5057830	+	582	19203
gene-PA14_56790	CP000438.1	5058011	5060074	+	2064	2490
gene-PA14_56800	CP000438.1	5060075	5060977	-	903	533
gene-PA14_56810	CP000438.1	5060979	5061551	-	573	576
gene-PA14_56830	CP000438.1	5061745	5063085	+	1341	17690
gene-PA14_56840	CP000438.1	5063248	5064669	+	1422	1123
gene-PA14_56850	CP000438.1	5064679	5065743	+	1065	2448
gene-PA14_56870	CP000438.1	5065754	5066848	+	1095	1635
gene-PA14_56880	CP000438.1	5067018	5068148	+	1131	1922
gene-PA14_56890	CP000438.1	5068199	5071255	+	3057	2770
gene-PA14_56900	CP000438.1	5071393	5072589	+	1197	1354
gene-PA14_56910	CP000438.1	5072714	5072956	-	243	487
gene-PA14_56920	CP000438.1	5072953	5073657	-	705	575
gene-PA14_56930	CP000438.1	5073660	5074343	-	684	606
gene-PA14_56940	CP000438.1	5074423	5075703	-	1281	995
gene-PA14_56950	CP000438.1	5075693	5076376	-	684	920
gene-PA14_56960	CP000438.1	5076593	5077387	+	795	25
gene-PA14_56970	CP000438.1	5077330	5077659	-	330	274
gene-PA14_56980	CP000438.1	5077679	5078062	-	384	705
gene-PA14_56990	CP000438.1	5078292	5078978	+	687	2762
gene-PA14_57010	CP000438.1	5079035	5080678	-	1644	44272
gene-PA14_57020	CP000438.1	5080729	5081022	-	294	5225
gene-PA14_57030	CP000438.1	5081218	5081685	-	468	952
gene-PA14_57040	CP000438.1	5081754	5082488	-	735	2334
gene-PA14_57050	CP000438.1	5082597	5083355	+	759	4300
gene-PA14_57060	CP000438.1	5083414	5084421	-	1008	1280
gene-PA14_57070	CP000438.1	5084536	5085537	-	1002	582
gene-PA14_57080	CP000438.1	5085536	5085919	+	384	829
gene-PA14_57100	CP000438.1	5085962	5087746	+	1785	1367
gene-PA14_57110	CP000438.1	5087803	5088639	-	837	2188
gene-PA14_57130	CP000438.1	5088872	5089351	-	480	3594
gene-PA14_57140	CP000438.1	5089455	5090555	+	1101	419
gene-PA14_57160	CP000438.1	5090592	5091503	+	912	833
gene-PA14_57170	CP000438.1	5091554	5093650	+	2097	1616
gene-PA14_57180	CP000438.1	5093655	5094233	+	579	1902
gene-PA14_57190	CP000438.1	5094303	5095250	-	948	3892
gene-PA14_57200	CP000438.1	5095304	5095939	-	636	2607
gene-PA14_57210	CP000438.1	5096060	5097277	-	1218	8564
gene-PA14_57220	CP000438.1	5097424	5100174	-	2751	19671
gene-PA14_57240	CP000438.1	5100308	5101231	-	924	1826
gene-PA14_57250	CP000438.1	5101378	5101773	+	396	362
gene-PA14_57260	CP000438.1	5101834	5102745	-	912	23311
gene-PA14_57275	CP000438.1	5102858	5104042	-	1185	31317
gene-PA14_57290	CP000438.1	5104093	5105346	-	1254	9465
gene-PA14_57300	CP000438.1	5105368	5106231	-	864	4459
gene-PA14_57320	CP000438.1	5106235	5107194	-	960	7331
gene-PA14_57330	CP000438.1	5107191	5108633	-	1443	10054
gene-PA14_57340	CP000438.1	5108626	5109699	-	1074	3485
gene-PA14_57360	CP000438.1	5109689	5110888	-	1200	6657
gene-PA14_57370	CP000438.1	5110888	5112234	-	1347	4778
gene-PA14_57380	CP000438.1	5112248	5113330	-	1083	4879
gene-PA14_57390	CP000438.1	5113330	5114706	-	1377	7434
gene-PA14_57410	CP000438.1	5114699	5116162	-	1464	8072
gene-PA14_57425	CP000438.1	5116162	5117901	-	1740	4915
gene-PA14_57440	CP000438.1	5117898	5118191	-	294	1169
gene-PA14_57450	CP000438.1	5118188	5119129	-	942	4958
gene-PA14_57460	CP000438.1	5119132	5119587	-	456	2439
gene-PA14_57470	CP000438.1	5120292	5121140	-	849	797
gene-PA14_57480	CP000438.1	5121267	5123081	+	1815	4597
gene-PA14_57490	CP000438.1	5123078	5123455	+	378	626
gene-PA14_57500	CP000438.1	5123484	5124077	+	594	3518
gene-PA14_57510	CP000438.1	5124074	5124652	+	579	3634
gene-PA14_57520	CP000438.1	5124709	5125116	-	408	4387
gene-PA14_57530	CP000438.1	5125128	5125745	-	618	4328
gene-PA14_57540	CP000438.1	5125831	5126613	-	783	17475
gene-PA14_57560	CP000438.1	5126613	5127824	-	1212	29650
gene-PA14_57570	CP000438.1	5127824	5128417	-	594	22235
gene-PA14_57580	CP000438.1	5128667	5129059	-	393	6977
gene-PA14_57590	CP000438.1	5129074	5129502	-	429	8226
gene-PA14_57600	CP000438.1	5129748	5130785	+	1038	2562
gene-PA14_57630	CP000438.1	5132303	5133202	+	900	436
gene-PA14_57640	CP000438.1	5133361	5134323	+	963	75
gene-PA14_57650	CP000438.1	5134388	5135482	-	1095	959
gene-PA14_57670	CP000438.1	5135577	5136923	-	1347	4974
gene-PA14_57680	CP000438.1	5136991	5137620	-	630	1812
gene-PA14_57690	CP000438.1	5137765	5138211	+	447	3354
gene-PA14_57710	CP000438.1	5138285	5140186	-	1902	5729
gene-PA14_57720	CP000438.1	5140198	5141115	-	918	3463
gene-PA14_57730	CP000438.1	5141460	5142563	+	1104	1322
gene-PA14_57740	CP000438.1	5142550	5143308	-	759	764
gene-PA14_57760	CP000438.1	5143425	5144594	+	1170	903
gene-PA14_57770	CP000438.1	5144637	5145692	-	1056	2722
gene-PA14_57780	CP000438.1	5145695	5147017	-	1323	3662
gene-PA14_57800	CP000438.1	5147143	5147778	-	636	3414
gene-PA14_57810	CP000438.1	5147796	5149061	-	1266	8177
gene-PA14_57820	CP000438.1	5149082	5149321	-	240	3035
gene-PA14_57830	CP000438.1	5149438	5149746	-	309	1095
gene-PA14_57840	CP000438.1	5149743	5150390	-	648	5306
gene-PA14_57850	CP000438.1	5150402	5150875	-	474	2734
gene-PA14_57870	CP000438.1	5150876	5151673	-	798	3780
gene-PA14_57880	CP000438.1	5151673	5152482	-	810	3766
gene-PA14_57890	CP000438.1	5152896	5153876	+	981	2998
gene-PA14_57900	CP000438.1	5153876	5154415	+	540	1318
gene-PA14_57910	CP000438.1	5154424	5154996	+	573	3163
gene-PA14_57920	CP000438.1	5154983	5155510	+	528	4630
gene-PA14_57930	CP000438.1	5155510	5156235	+	726	4863
gene-PA14_57940	CP000438.1	5156461	5157954	+	1494	4931
gene-PA14_57950	CP000438.1	5158032	5158340	+	309	9822
gene-PA14_57960	CP000438.1	5158354	5158818	+	465	10275
gene-PA14_57970	CP000438.1	5158820	5159680	+	861	5951
gene-PA14_57980	CP000438.1	5159710	5159982	+	273	1394
gene-PA14_57990	CP000438.1	5160079	5161011	-	933	149
gene-PA14_58000	CP000438.1	5161030	5161641	-	612	192
gene-PA14_58010	CP000438.1	5161654	5162103	-	450	116
gene-PA14_58030	CP000438.1	5162131	5163507	-	1377	227
gene-PA14_58040	CP000438.1	5163500	5163895	-	396	80
gene-PA14_58050	CP000438.1	5164043	5165392	-	1350	3062
gene-PA14_58060	CP000438.1	5165413	5166015	+	603	565
gene-PA14_58070	CP000438.1	5166046	5167488	-	1443	4346
gene-PA14_58080	CP000438.1	5167491	5168339	-	849	2549
gene-PA14_58090	CP000438.1	5168388	5172218	-	3831	6491
gene-PA14_58100	CP000438.1	5172233	5173690	-	1458	5283
gene-PA14_58110	CP000438.1	5173724	5174329	-	606	1757
gene-PA14_58120	CP000438.1	5174419	5174913	-	495	949
gene-PA14_58130	CP000438.1	5174913	5175905	-	993	1802
gene-PA14_58150	CP000438.1	5175985	5177022	-	1038	4462
gene-PA14_58170	CP000438.1	5177262	5177549	+	288	920
gene-PA14_58180	CP000438.1	5177565	5179019	+	1455	5044
gene-PA14_58190	CP000438.1	5179126	5180571	+	1446	5726
gene-PA14_58210	CP000438.1	5180631	5181008	+	378	764
gene-PA14_58220	CP000438.1	5181040	5181426	+	387	2105
gene-PA14_58230	CP000438.1	5181541	5182332	-	792	1141
gene-PA14_58240	CP000438.1	5182337	5183986	-	1650	1110
gene-PA14_58250	CP000438.1	5183983	5188533	-	4551	4155
gene-PA14_58260	CP000438.1	5188560	5189198	-	639	754
gene-PA14_58270	CP000438.1	5189195	5190964	-	1770	2589
gene-PA14_58290	CP000438.1	5191003	5191812	-	810	1397
gene-PA14_58300	CP000438.1	5191975	5192535	-	561	6061
gene-PA14_58320	CP000438.1	5192561	5193829	-	1269	4092
gene-PA14_58330	CP000438.1	5194106	5194816	+	711	11407
gene-PA14_58350	CP000438.1	5195069	5196682	+	1614	12316
gene-PA14_58360	CP000438.1	5196776	5198374	+	1599	7667
gene-PA14_58375	CP000438.1	5198442	5199659	-	1218	5963
gene-PA14_58380	CP000438.1	5199828	5200391	+	564	1040
gene-PA14_58390	CP000438.1	5200657	5202258	+	1602	32510
gene-PA14_58410	CP000438.1	5202483	5203937	+	1455	10376
gene-PA14_58420	CP000438.1	5203987	5205588	+	1602	19289
gene-PA14_58440	CP000438.1	5205656	5206666	+	1011	10961
gene-PA14_58450	CP000438.1	5206678	5207589	+	912	7269
gene-PA14_58470	CP000438.1	5207642	5208616	+	975	8013
gene-PA14_58490	CP000438.1	5208616	5209587	+	972	6872
gene-PA14_58500	CP000438.1	5209620	5210252	-	633	1248
gene-PA14_58510	CP000438.1	5210394	5210867	+	474	248
gene-PA14_58515	CP000438.1	5210872	5211801	-	930	824
gene-PA14_58530	CP000438.1	5211798	5212475	-	678	740
gene-PA14_58540	CP000438.1	5212472	5213227	-	756	865
gene-PA14_58550	CP000438.1	5213357	5214256	+	900	826
gene-PA14_58560	CP000438.1	5214554	5217106	-	2553	414
gene-PA14_58570	CP000438.1	5217322	5219583	-	2262	2300
gene-PA14_58580	CP000438.1	5219801	5220481	+	681	524
gene-PA14_58600	CP000438.1	5220484	5221299	+	816	464
gene-PA14_58610	CP000438.1	5221422	5223224	+	1803	259
gene-PA14_58620	CP000438.1	5223280	5223705	-	426	546
gene-PA14_58630	CP000438.1	5223821	5224984	-	1164	7821
gene-PA14_58650	CP000438.1	5225436	5227457	-	2022	3424
gene-PA14_58660	CP000438.1	5227647	5228483	-	837	1004
gene-PA14_58670	CP000438.1	5228480	5229046	-	567	566
gene-PA14_58690	CP000438.1	5229197	5231452	-	2256	3555
gene-PA14_58700	CP000438.1	5231738	5232586	+	849	1046
gene-PA14_58710	CP000438.1	5232640	5232712	-	73	254
gene-PA14_58720	CP000438.1	5232749	5233456	-	708	3881
gene-PA14_58730	CP000438.1	5233511	5234050	-	540	118695
gene-PA14_58740	CP000438.1	5234143	5234253	-	111	147
