# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "./references/genomic.gtf" "./results/bowtie2/wt_1_dark_T1.bam" "--minOverlap" "30" "-s" "2" "-p" "-t" "gene" "-o" "./results/featureCounts_30/wt_1_dark_T1.txt" 
Geneid	Chr	Start	End	Strand	Length	./results/bowtie2/wt_1_dark_T1.bam
PA14_53290	CP000438.1	4722774	4723724	-	951	1960
PA14_53300	CP000438.1	4723858	4724457	-	600	5970
PA14_53310	CP000438.1	4724553	4726598	+	2046	1282
PA14_53330	CP000438.1	4726683	4727423	+	741	4434
PA14_53340	CP000438.1	4727802	4729814	+	2013	535
PA14_53360	CP000438.1	4730156	4732348	+	2193	238
PA14_53370	CP000438.1	4732365	4732988	+	624	200
PA14_53380	CP000438.1	4733076	4734296	+	1221	74
PA14_53390	CP000438.1	4734300	4735259	-	960	886
PA14_53400	CP000438.1	4735450	4736562	-	1113	1179
PA14_53410	CP000438.1	4736603	4737193	-	591	238
PA14_53420	CP000438.1	4737344	4737826	-	483	9833
PA14_53430	CP000438.1	4738032	4738517	-	486	17324
PA14_53450	CP000438.1	4738624	4738824	+	201	2027
PA14_53470	CP000438.1	4738824	4740008	+	1185	27026
PA14_53480	CP000438.1	4740071	4742185	+	2115	26821
PA14_53490	CP000438.1	4742312	4743226	+	915	1920
PA14_53500	CP000438.1	4743296	4744009	-	714	8136
PA14_53510	CP000438.1	4744115	4744756	-	642	1442
PA14_53520	CP000438.1	4744858	4745877	-	1020	1021
PA14_53530	CP000438.1	4746002	4746835	+	834	7879
PA14_53540	CP000438.1	4746970	4747911	-	942	139
PA14_53550	CP000438.1	4748020	4748703	-	684	439
PA14_53560	CP000438.1	4748791	4749669	+	879	853
PA14_53570	CP000438.1	4750546	4751322	-	777	203
PA14_53580	CP000438.1	4751681	4752283	+	603	1140
PA14_53590	CP000438.1	4752288	4753559	+	1272	8816
PA14_53600	CP000438.1	4753546	4754154	+	609	1736
PA14_53610	CP000438.1	4754190	4754795	+	606	418
PA14_53620	CP000438.1	4756330	4756968	+	639	226
PA14_53630	CP000438.1	4757211	4757546	+	336	66
PA14_53640	CP000438.1	4757720	4758238	+	519	55
PA14_53650	CP000438.1	4758490	4758936	+	447	229
PA14_53660	CP000438.1	4758953	4760041	+	1089	1514
PA14_53670	CP000438.1	4760148	4760960	-	813	3123
PA14_53680	CP000438.1	4761260	4761493	-	234	69
PA14_53690	CP000438.1	4761706	4761978	+	273	30
PA14_53700	CP000438.1	4762009	4762434	-	426	384
PA14_53720	CP000438.1	4762535	4763419	+	885	901
PA14_53730	CP000438.1	4763392	4764345	-	954	2779
PA14_53740	CP000438.1	4764566	4765000	+	435	164
PA14_53750	CP000438.1	4764997	4766244	+	1248	527
PA14_53770	CP000438.1	4766533	4767828	+	1296	317
PA14_53780	CP000438.1	4767825	4769072	+	1248	732
PA14_53790	CP000438.1	4769103	4769804	+	702	1832
PA14_53800	CP000438.1	4769911	4771227	+	1317	211
PA14_53810	CP000438.1	4771279	4771752	-	474	836
PA14_53820	CP000438.1	4771821	4772588	-	768	4479
PA14_53830	CP000438.1	4773215	4773610	-	396	98
PA14_53840	CP000438.1	4774171	4774398	+	228	5944
PA14_53850	CP000438.1	4774608	4775429	-	822	2284
PA14_53860	CP000438.1	4775461	4775901	-	441	1149
PA14_53870	CP000438.1	4775987	4776310	-	324	269
PA14_53880	CP000438.1	4776310	4777830	-	1521	729
PA14_53890	CP000438.1	4777827	4778360	-	534	86
PA14_53900	CP000438.1	4778779	4780770	+	1992	2357
PA14_53910	CP000438.1	4780784	4781434	-	651	1847
PA14_53920	CP000438.1	4781552	4782274	+	723	643
PA14_53940	CP000438.1	4782285	4783181	+	897	14247
PA14_53950	CP000438.1	4783274	4784401	+	1128	31673
PA14_53970	CP000438.1	4784532	4787138	+	2607	33788
PA14_53980	CP000438.1	4787257	4788444	+	1188	7370
PA14_54000	CP000438.1	4788579	4790063	+	1485	11171
PA14_54010	CP000438.1	4790041	4790829	-	789	736
PA14_54030	CP000438.1	4790936	4791751	+	816	90
PA14_54040	CP000438.1	4791877	4793292	-	1416	3969
PA14_54050	CP000438.1	4793615	4794280	-	666	1046
PA14_54070	CP000438.1	4794285	4794494	-	210	983
PA14_54080	CP000438.1	4794649	4797774	+	3126	1876
PA14_54090	CP000438.1	4797779	4798942	-	1164	1699
PA14_54110	CP000438.1	4798998	4799303	-	306	21
PA14_54120	CP000438.1	4799313	4799951	-	639	28
PA14_54130	CP000438.1	4800078	4801007	+	930	812
PA14_54150	CP000438.1	4801152	4802672	-	1521	2170
PA14_54170	CP000438.1	4802984	4806166	-	3183	3920
PA14_54180	CP000438.1	4806630	4808693	+	2064	214
PA14_54190	CP000438.1	4808815	4809567	-	753	1011
PA14_54210	CP000438.1	4809758	4812157	+	2400	20860
PA14_54220	CP000438.1	4812268	4812672	+	405	2013
PA14_54230	CP000438.1	4812771	4813523	+	753	2733
PA14_54240	CP000438.1	4813655	4814227	+	573	483
PA14_54260	CP000438.1	4814332	4815072	+	741	767
PA14_54270	CP000438.1	4815069	4816037	+	969	836
PA14_54290	CP000438.1	4816128	4816874	-	747	5993
PA14_54300	CP000438.1	4816867	4817568	-	702	1067
PA14_54320	CP000438.1	4817629	4818546	-	918	9637
PA14_54330	CP000438.1	4818539	4819228	-	690	4097
PA14_54340	CP000438.1	4819225	4819602	-	378	2035
PA14_54350	CP000438.1	4819772	4820626	-	855	7151
PA14_54370	CP000438.1	4820632	4822431	-	1800	13876
PA14_54390	CP000438.1	4822581	4824005	-	1425	48997
PA14_54400	CP000438.1	4824045	4824500	-	456	5057
PA14_54410	CP000438.1	4824497	4825447	-	951	13331
PA14_54420	CP000438.1	4825456	4826040	-	585	17178
PA14_54430	CP000438.1	4826072	4826653	-	582	12851
PA14_54450	CP000438.1	4827062	4828678	+	1617	3305
PA14_54460	CP000438.1	4828647	4829099	-	453	1141
PA14_54470	CP000438.1	4829083	4829337	-	255	1251
PA14_54480	CP000438.1	4829610	4830554	+	945	3876
PA14_54490	CP000438.1	4830655	4831491	+	837	2930
PA14_54500	CP000438.1	4831499	4832881	-	1383	1935
PA14_54510	CP000438.1	4832874	4833545	-	672	1467
PA14_54520	CP000438.1	4833756	4835039	+	1284	5885
PA14_54540	CP000438.1	4835069	4836052	+	984	12443
PA14_54550	CP000438.1	4836101	4836571	+	471	2422
PA14_54570	CP000438.1	4836582	4838099	+	1518	8441
PA14_54580	CP000438.1	4838092	4839129	+	1038	2891
PA14_54590	CP000438.1	4839255	4839950	-	696	3008
PA14_54600	CP000438.1	4840050	4840871	-	822	377
PA14_54610	CP000438.1	4840928	4841839	-	912	152
PA14_54620	CP000438.1	4841942	4843450	+	1509	13610
PA14_54630	CP000438.1	4843462	4844625	+	1164	13779
PA14_54640	CP000438.1	4844691	4845509	+	819	21809
PA14_54660	CP000438.1	4845568	4846671	+	1104	19020
PA14_54670	CP000438.1	4846783	4847679	+	897	3844
PA14_54680	CP000438.1	4848072	4848380	+	309	256
PA14_54690	CP000438.1	4848496	4849137	+	642	670
PA14_54700	CP000438.1	4849172	4851148	-	1977	204
PA14_54710	CP000438.1	4851251	4852165	+	915	643
PA14_54720	CP000438.1	4852169	4852426	-	258	81
PA14_54730	CP000438.1	4852480	4852725	-	246	48
PA14_54740	CP000438.1	4852842	4853291	-	450	115
PA14_54750	CP000438.1	4853383	4853550	-	168	443
PA14_54760	CP000438.1	4853789	4854865	+	1077	1879
PA14_54770	CP000438.1	4854862	4855677	+	816	1229
PA14_54790	CP000438.1	4855698	4855970	+	273	795
PA14_54800	CP000438.1	4855970	4856662	+	693	392
PA14_54810	CP000438.1	4856798	4857841	+	1044	4374
PA14_54820	CP000438.1	4857921	4858658	+	738	2715
PA14_54830	CP000438.1	4859110	4860012	+	903	6381
PA14_54840	CP000438.1	4860143	4860213	+	71	416
PA14_54850	CP000438.1	4860413	4860634	+	222	598
PA14_54860	CP000438.1	4860837	4861445	-	609	569
PA14_54870	CP000438.1	4861608	4862516	-	909	435
PA14_54880	CP000438.1	4862635	4863513	-	879	622
PA14_54890	CP000438.1	4863414	4865318	-	1905	1326
PA14_54900	CP000438.1	4865315	4866469	-	1155	531
PA14_54910	CP000438.1	4866692	4867507	-	816	455
PA14_54920	CP000438.1	4867504	4871967	-	4464	2642
PA14_54930	CP000438.1	4872096	4875437	-	3342	1147
PA14_54940	CP000438.1	4875551	4878535	-	2985	1235
PA14_54950	CP000438.1	4878789	4880135	-	1347	429
PA14_54960	CP000438.1	4880090	4881058	-	969	95
PA14_54970	CP000438.1	4881162	4882919	-	1758	279
PA14_54980	CP000438.1	4882923	4884677	-	1755	397
PA14_55000	CP000438.1	4884920	4885870	+	951	106
PA14_55020	CP000438.1	4885877	4886899	+	1023	129
PA14_55030	CP000438.1	4886892	4887956	+	1065	116
PA14_55040	CP000438.1	4887953	4888810	+	858	56
PA14_55050	CP000438.1	4888957	4891011	+	2055	5659
PA14_55060	CP000438.1	4891261	4892103	-	843	991
PA14_55070	CP000438.1	4892136	4892399	-	264	963
PA14_55080	CP000438.1	4893060	4894265	+	1206	9703
PA14_55090	CP000438.1	4894348	4894746	+	399	1308
PA14_55100	CP000438.1	4895224	4895700	-	477	538
PA14_55110	CP000438.1	4895932	4896225	-	294	692
PA14_55117	CP000438.1	4896471	4897388	+	918	1010
PA14_55130	CP000438.1	4897432	4897827	-	396	25
PA14_55140	CP000438.1	4897872	4898168	-	297	53
PA14_55150	CP000438.1	4898284	4899138	+	855	520
PA14_55160	CP000438.1	4899424	4900203	+	780	154
PA14_55170	CP000438.1	4900296	4900829	+	534	1419
PA14_55180	CP000438.1	4901189	4902088	+	900	3028
PA14_55200	CP000438.1	4902216	4903610	+	1395	2449
PA14_55220	CP000438.1	4903681	4904997	+	1317	710
PA14_55230	CP000438.1	4905076	4905981	+	906	131
PA14_55240	CP000438.1	4905964	4906629	-	666	553
PA14_55250	CP000438.1	4906701	4907687	-	987	194
PA14_55260	CP000438.1	4907697	4908122	-	426	36
PA14_55280	CP000438.1	4908122	4909066	-	945	163
PA14_55290	CP000438.1	4909071	4909550	-	480	88
PA14_55300	CP000438.1	4909579	4910241	-	663	63
PA14_55320	CP000438.1	4910276	4911982	-	1707	46
PA14_55330	CP000438.1	4912050	4912796	-	747	22
PA14_55340	CP000438.1	4912805	4913224	-	420	24
PA14_55360	CP000438.1	4913235	4915082	-	1848	108
PA14_55380	CP000438.1	4915106	4916740	-	1635	52
PA14_55390	CP000438.1	4916905	4917507	-	603	11
PA14_55400	CP000438.1	4917899	4930432	-	12534	1739
PA14_55410	CP000438.1	4930632	4931810	-	1179	85
PA14_55430	CP000438.1	4932324	4933538	-	1215	53
PA14_55440	CP000438.1	4933538	4934947	-	1410	212
PA14_55450	CP000438.1	4934944	4937355	-	2412	93
PA14_55460	CP000438.1	4937352	4937945	-	594	14
PA14_55470	CP000438.1	4937932	4939074	-	1143	59
PA14_55480	CP000438.1	4939140	4940105	-	966	20
PA14_55490	CP000438.1	4940113	4940562	-	450	79
PA14_55500	CP000438.1	4940796	4941170	+	375	20
PA14_55510	CP000438.1	4941173	4941604	-	432	256
PA14_55520	CP000438.1	4941752	4942201	+	450	32
PA14_55530	CP000438.1	4942185	4942826	+	642	125
PA14_55540	CP000438.1	4942836	4943795	-	960	192
PA14_55550	CP000438.1	4943865	4944410	-	546	72
PA14_55560	CP000438.1	4944407	4945123	-	717	160
PA14_55570	CP000438.1	4945289	4945609	+	321	453
PA14_55580	CP000438.1	4945726	4946322	-	597	891
PA14_55590	CP000438.1	4946628	4947179	+	552	98
PA14_55600	CP000438.1	4947187	4948602	+	1416	235
PA14_55610	CP000438.1	4948578	4951673	+	3096	444
PA14_55620	CP000438.1	4952020	4952151	-	132	63
PA14_55631	CP000438.1	4952288	4955171	-	2884	53831
PA14_55634	CP000438.1	4955401	4955473	-	73	880
PA14_55635	CP000438.1	4955505	4955578	-	74	2912
PA14_55637	CP000438.1	4955644	4957169	-	1526	10435
PA14_55640	CP000438.1	4957850	4959079	+	1230	983
PA14_55650	CP000438.1	4959088	4962723	+	3636	2859
PA14_55660	CP000438.1	4962745	4964910	-	2166	5307
PA14_55670	CP000438.1	4964907	4968644	-	3738	7078
PA14_55690	CP000438.1	4968641	4972156	-	3516	6797
PA14_55710	CP000438.1	4972197	4972880	-	684	2992
PA14_55720	CP000438.1	4972993	4973883	-	891	109
PA14_55730	CP000438.1	4973983	4974786	+	804	374
PA14_55740	CP000438.1	4974841	4976046	+	1206	1014
PA14_55750	CP000438.1	4976043	4977659	-	1617	2450
PA14_55760	CP000438.1	4977658	4978344	+	687	713
PA14_55770	CP000438.1	4978489	4979958	+	1470	4018
PA14_55780	CP000438.1	4980026	4982794	-	2769	1744
PA14_55790	CP000438.1	4982804	4983310	-	507	1181
PA14_55800	CP000438.1	4983374	4983856	+	483	88
PA14_55810	CP000438.1	4983977	4984804	+	828	9340
PA14_55820	CP000438.1	4984830	4986500	-	1671	874
PA14_55840	CP000438.1	4986525	4986809	-	285	282
PA14_55850	CP000438.1	4986832	4987569	-	738	997
PA14_55860	CP000438.1	4987566	4988477	-	912	398
PA14_55880	CP000438.1	4988487	4989371	-	885	331
PA14_55890	CP000438.1	4989368	4990633	-	1266	679
PA14_55900	CP000438.1	4990630	4991814	-	1185	730
PA14_55920	CP000438.1	4991824	4993074	-	1251	1421
PA14_55930	CP000438.1	4993088	4993999	-	912	1355
PA14_55940	CP000438.1	4994409	4994621	+	213	19300
PA14_55960	CP000438.1	4994810	4996708	+	1899	2255
PA14_55980	CP000438.1	4996812	4998302	-	1491	8566
PA14_56000	CP000438.1	4998702	5000591	+	1890	2601
PA14_56010	CP000438.1	5000826	5002715	+	1890	8171
PA14_56030	CP000438.1	5003033	5004148	+	1116	10168
PA14_56040	CP000438.1	5004141	5004902	+	762	2800
PA14_56050	CP000438.1	5004899	5005900	+	1002	1682
PA14_56060	CP000438.1	5006137	5006988	-	852	5336
PA14_56070	CP000438.1	5007248	5007622	+	375	8410
PA14_56080	CP000438.1	5007707	5009149	-	1443	6974
PA14_56090	CP000438.1	5009374	5010111	+	738	2873
PA14_56100	CP000438.1	5010149	5010946	+	798	1831
PA14_56110	CP000438.1	5010943	5011923	+	981	1056
PA14_56130	CP000438.1	5011910	5013481	+	1572	1750
PA14_56140	CP000438.1	5013478	5014755	+	1278	1688
PA14_56160	CP000438.1	5014752	5015759	+	1008	4942
PA14_56170	CP000438.1	5015756	5017087	+	1332	2298
PA14_56180	CP000438.1	5017092	5017451	-	360	3658
PA14_56190	CP000438.1	5017512	5017934	-	423	1354
PA14_56200	CP000438.1	5018035	5018418	-	384	1324
PA14_56210	CP000438.1	5018512	5019318	+	807	668
PA14_56220	CP000438.1	5019403	5020317	+	915	22967
PA14_56240	CP000438.1	5020400	5021851	+	1452	41163
PA14_56250	CP000438.1	5022041	5022814	-	774	1833
PA14_56260	CP000438.1	5022880	5023806	-	927	2089
PA14_56280	CP000438.1	5023799	5024926	-	1128	2639
PA14_56300	CP000438.1	5025202	5026725	+	1524	12312
PA14_56340	CP000438.1	5026822	5028078	-	1257	1367
PA14_56360	CP000438.1	5028215	5028523	-	309	1056
PA14_56370	CP000438.1	5028544	5029128	-	585	2737
PA14_56380	CP000438.1	5029232	5029843	-	612	443
PA14_56390	CP000438.1	5029937	5031217	-	1281	2729
PA14_56410	CP000438.1	5031317	5032396	-	1080	2508
PA14_56420	CP000438.1	5032471	5033043	-	573	1466
PA14_56430	CP000438.1	5033108	5033878	-	771	220
PA14_56450	CP000438.1	5033978	5035462	-	1485	537
PA14_56470	CP000438.1	5035463	5036782	-	1320	118
PA14_56480	CP000438.1	5036820	5038040	-	1221	801
PA14_56510	CP000438.1	5038205	5038795	-	591	2055
PA14_56520	CP000438.1	5038856	5039191	-	336	724
PA14_56530	CP000438.1	5039188	5040342	-	1155	3496
PA14_56540	CP000438.1	5040371	5041156	-	786	18945
PA14_56550	CP000438.1	5041241	5042137	-	897	2085
PA14_56560	CP000438.1	5042340	5043095	+	756	153
PA14_56570	CP000438.1	5043095	5043871	+	777	162
PA14_56590	CP000438.1	5043868	5044728	-	861	118120
PA14_56600	CP000438.1	5044878	5045450	-	573	2004
PA14_56620	CP000438.1	5045603	5045905	+	303	10007
PA14_56640	CP000438.1	5045954	5047120	+	1167	4395
PA14_56660	CP000438.1	5047157	5048209	+	1053	2394
PA14_56670	CP000438.1	5048269	5048511	-	243	1822
PA14_56680	CP000438.1	5048511	5050811	-	2301	18081
PA14_56690	CP000438.1	5050829	5051056	-	228	4168
PA14_56700	CP000438.1	5051273	5051746	-	474	1195
PA14_56720	CP000438.1	5052664	5053653	-	990	1819
PA14_56730	CP000438.1	5053838	5054896	+	1059	5528
PA14_56740	CP000438.1	5054897	5055799	-	903	820
PA14_56750	CP000438.1	5055897	5056298	+	402	105
PA14_56770	CP000438.1	5056300	5056902	+	603	79
PA14_56780	CP000438.1	5057249	5057830	+	582	33463
PA14_56790	CP000438.1	5058011	5060074	+	2064	4405
PA14_56800	CP000438.1	5060075	5060977	-	903	1135
PA14_56810	CP000438.1	5060979	5061551	-	573	1291
PA14_56830	CP000438.1	5061745	5063085	+	1341	56572
PA14_56840	CP000438.1	5063248	5064669	+	1422	2877
PA14_56850	CP000438.1	5064679	5065743	+	1065	7152
PA14_56870	CP000438.1	5065754	5066848	+	1095	4484
PA14_56880	CP000438.1	5067018	5068148	+	1131	3331
PA14_56890	CP000438.1	5068199	5071255	+	3057	4238
PA14_56900	CP000438.1	5071393	5072589	+	1197	2260
PA14_56910	CP000438.1	5072714	5072956	-	243	725
PA14_56920	CP000438.1	5072953	5073657	-	705	961
PA14_56930	CP000438.1	5073660	5074343	-	684	1019
PA14_56940	CP000438.1	5074423	5075703	-	1281	1215
PA14_56950	CP000438.1	5075693	5076376	-	684	1555
PA14_56960	CP000438.1	5076593	5077387	+	795	24
PA14_56970	CP000438.1	5077330	5077659	-	330	339
PA14_56980	CP000438.1	5077679	5078062	-	384	1180
PA14_56990	CP000438.1	5078292	5078978	+	687	3428
PA14_57010	CP000438.1	5079035	5080678	-	1644	112480
PA14_57020	CP000438.1	5080729	5081022	-	294	6628
PA14_57030	CP000438.1	5081218	5081685	-	468	2123
PA14_57040	CP000438.1	5081754	5082488	-	735	3651
PA14_57050	CP000438.1	5082597	5083355	+	759	7818
PA14_57060	CP000438.1	5083414	5084421	-	1008	2536
PA14_57070	CP000438.1	5084536	5085537	-	1002	926
PA14_57080	CP000438.1	5085536	5085919	+	384	1169
PA14_57100	CP000438.1	5085962	5087746	+	1785	2924
PA14_57110	CP000438.1	5087803	5088639	-	837	4130
PA14_57130	CP000438.1	5088872	5089351	-	480	7292
PA14_57140	CP000438.1	5089455	5090555	+	1101	565
PA14_57160	CP000438.1	5090592	5091503	+	912	1791
PA14_57170	CP000438.1	5091554	5093650	+	2097	2777
PA14_57180	CP000438.1	5093655	5094233	+	579	2697
PA14_57190	CP000438.1	5094303	5095250	-	948	6238
PA14_57200	CP000438.1	5095304	5095939	-	636	3677
PA14_57210	CP000438.1	5096060	5097277	-	1218	14647
PA14_57220	CP000438.1	5097424	5100174	-	2751	36590
PA14_57240	CP000438.1	5100308	5101231	-	924	2970
PA14_57250	CP000438.1	5101378	5101773	+	396	551
PA14_57260	CP000438.1	5101834	5102745	-	912	28342
PA14_57275	CP000438.1	5102858	5104042	-	1185	55218
PA14_57290	CP000438.1	5104093	5105346	-	1254	14617
PA14_57300	CP000438.1	5105368	5106231	-	864	7230
PA14_57320	CP000438.1	5106235	5107194	-	960	11356
PA14_57330	CP000438.1	5107191	5108633	-	1443	13820
PA14_57340	CP000438.1	5108626	5109699	-	1074	5173
PA14_57360	CP000438.1	5109689	5110888	-	1200	9305
PA14_57370	CP000438.1	5110888	5112234	-	1347	7078
PA14_57380	CP000438.1	5112248	5113330	-	1083	7038
PA14_57390	CP000438.1	5113330	5114706	-	1377	12167
PA14_57410	CP000438.1	5114699	5116162	-	1464	11773
PA14_57425	CP000438.1	5116162	5117901	-	1740	7648
PA14_57440	CP000438.1	5117898	5118191	-	294	844
PA14_57450	CP000438.1	5118188	5119129	-	942	7298
PA14_57460	CP000438.1	5119132	5119587	-	456	5092
PA14_57470	CP000438.1	5120292	5121140	-	849	1256
PA14_57480	CP000438.1	5121267	5123081	+	1815	8972
PA14_57490	CP000438.1	5123078	5123455	+	378	744
PA14_57500	CP000438.1	5123484	5124077	+	594	4628
PA14_57510	CP000438.1	5124074	5124652	+	579	5210
PA14_57520	CP000438.1	5124709	5125116	-	408	5911
PA14_57530	CP000438.1	5125128	5125745	-	618	6170
PA14_57540	CP000438.1	5125831	5126613	-	783	24507
PA14_57560	CP000438.1	5126613	5127824	-	1212	37989
PA14_57570	CP000438.1	5127824	5128417	-	594	28403
PA14_57580	CP000438.1	5128667	5129059	-	393	10740
PA14_57590	CP000438.1	5129074	5129502	-	429	9675
PA14_57600	CP000438.1	5129748	5130785	+	1038	4546
PA14_57610	CP000438.1	5130715	5132040	-	1326	4485
PA14_57630	CP000438.1	5132303	5133202	+	900	673
PA14_57640	CP000438.1	5133361	5134323	+	963	246
PA14_57650	CP000438.1	5134388	5135482	-	1095	1576
PA14_57670	CP000438.1	5135577	5136923	-	1347	9624
PA14_57680	CP000438.1	5136991	5137620	-	630	2721
PA14_57690	CP000438.1	5137765	5138211	+	447	7699
PA14_57710	CP000438.1	5138285	5140186	-	1902	6534
PA14_57720	CP000438.1	5140198	5141115	-	918	3694
PA14_57730	CP000438.1	5141460	5142563	+	1104	1882
PA14_57740	CP000438.1	5142550	5143308	-	759	1541
PA14_57760	CP000438.1	5143425	5144594	+	1170	1828
PA14_57770	CP000438.1	5144637	5145692	-	1056	4585
PA14_57780	CP000438.1	5145695	5147017	-	1323	6555
PA14_57800	CP000438.1	5147143	5147778	-	636	5141
PA14_57810	CP000438.1	5147796	5149061	-	1266	13515
PA14_57820	CP000438.1	5149082	5149321	-	240	3458
PA14_57830	CP000438.1	5149438	5149746	-	309	1783
PA14_57840	CP000438.1	5149743	5150390	-	648	8217
PA14_57850	CP000438.1	5150402	5150875	-	474	3614
PA14_57870	CP000438.1	5150876	5151673	-	798	4568
PA14_57880	CP000438.1	5151673	5152482	-	810	5696
PA14_57890	CP000438.1	5152896	5153876	+	981	6483
PA14_57900	CP000438.1	5153876	5154415	+	540	2365
PA14_57910	CP000438.1	5154424	5154996	+	573	2440
PA14_57920	CP000438.1	5154983	5155510	+	528	5505
PA14_57930	CP000438.1	5155510	5156235	+	726	7902
PA14_57940	CP000438.1	5156461	5157954	+	1494	7736
PA14_57950	CP000438.1	5158032	5158340	+	309	16599
PA14_57960	CP000438.1	5158354	5158818	+	465	16987
PA14_57970	CP000438.1	5158820	5159680	+	861	9646
PA14_57980	CP000438.1	5159710	5159982	+	273	2063
PA14_57990	CP000438.1	5160079	5161011	-	933	931
PA14_58000	CP000438.1	5161030	5161641	-	612	1411
PA14_58010	CP000438.1	5161654	5162103	-	450	652
PA14_58030	CP000438.1	5162131	5163507	-	1377	1892
PA14_58040	CP000438.1	5163500	5163895	-	396	290
PA14_58050	CP000438.1	5164043	5165392	-	1350	6008
PA14_58060	CP000438.1	5165413	5166015	+	603	1102
PA14_58070	CP000438.1	5166046	5167488	-	1443	7332
PA14_58080	CP000438.1	5167491	5168339	-	849	4339
PA14_58090	CP000438.1	5168388	5172218	-	3831	10687
PA14_58100	CP000438.1	5172233	5173690	-	1458	8028
PA14_58110	CP000438.1	5173724	5174329	-	606	2380
PA14_58120	CP000438.1	5174419	5174913	-	495	1511
PA14_58130	CP000438.1	5174913	5175905	-	993	4007
PA14_58150	CP000438.1	5175985	5177022	-	1038	9682
PA14_58170	CP000438.1	5177262	5177549	+	288	1217
PA14_58180	CP000438.1	5177565	5179019	+	1455	10887
PA14_58190	CP000438.1	5179126	5180571	+	1446	11098
PA14_58210	CP000438.1	5180631	5181008	+	378	1349
PA14_58220	CP000438.1	5181040	5181426	+	387	2982
PA14_58230	CP000438.1	5181541	5182332	-	792	2385
PA14_58240	CP000438.1	5182337	5183986	-	1650	2278
PA14_58250	CP000438.1	5183983	5188533	-	4551	9709
PA14_58260	CP000438.1	5188560	5189198	-	639	1554
PA14_58270	CP000438.1	5189195	5190964	-	1770	5760
PA14_58290	CP000438.1	5191003	5191812	-	810	2626
PA14_58300	CP000438.1	5191975	5192535	-	561	10858
PA14_58320	CP000438.1	5192561	5193829	-	1269	7047
PA14_58330	CP000438.1	5194106	5194816	+	711	22805
PA14_58350	CP000438.1	5195069	5196682	+	1614	21172
PA14_58360	CP000438.1	5196776	5198374	+	1599	14763
PA14_58375	CP000438.1	5198442	5199659	-	1218	10575
PA14_58380	CP000438.1	5199828	5200391	+	564	1537
PA14_58390	CP000438.1	5200657	5202258	+	1602	49985
PA14_58410	CP000438.1	5202483	5203937	+	1455	23368
PA14_58420	CP000438.1	5203987	5205588	+	1602	50337
PA14_58440	CP000438.1	5205656	5206666	+	1011	24301
PA14_58450	CP000438.1	5206678	5207589	+	912	17016
PA14_58470	CP000438.1	5207642	5208616	+	975	20423
PA14_58490	CP000438.1	5208616	5209587	+	972	16462
PA14_58500	CP000438.1	5209620	5210252	-	633	3193
PA14_58510	CP000438.1	5210394	5210867	+	474	401
PA14_58515	CP000438.1	5210872	5211801	-	930	1065
PA14_58530	CP000438.1	5211798	5212475	-	678	1013
PA14_58540	CP000438.1	5212472	5213227	-	756	1841
PA14_58550	CP000438.1	5213357	5214256	+	900	1297
PA14_58560	CP000438.1	5214554	5217106	-	2553	939
PA14_58570	CP000438.1	5217322	5219583	-	2262	1910
PA14_58580	CP000438.1	5219801	5220481	+	681	724
PA14_58600	CP000438.1	5220484	5221299	+	816	501
PA14_58610	CP000438.1	5221422	5223224	+	1803	428
PA14_58620	CP000438.1	5223280	5223705	-	426	938
PA14_58630	CP000438.1	5223821	5224984	-	1164	12354
PA14_58650	CP000438.1	5225436	5227457	-	2022	5120
PA14_58660	CP000438.1	5227647	5228483	-	837	1581
PA14_58670	CP000438.1	5228480	5229046	-	567	966
PA14_58690	CP000438.1	5229197	5231452	-	2256	6795
PA14_58700	CP000438.1	5231738	5232586	+	849	1982
PA14_58710	CP000438.1	5232640	5232712	-	73	121
PA14_58720	CP000438.1	5232749	5233456	-	708	3920
PA14_58730	CP000438.1	5233511	5234050	-	540	148194
PA14_58740	CP000438.1	5234143	5234253	-	111	25
PA14_58750	CP000438.1	5234279	5235982	+	1704	6579
PA14_58760	CP000438.1	5236082	5237203	+	1122	7887
PA14_58770	CP000438.1	5237206	5238078	+	873	2278
PA14_58780	CP000438.1	5238075	5238686	+	612	2099
PA14_58790	CP000438.1	5238683	5238883	+	201	755
PA14_58800	CP000438.1	5238920	5239129	-	210	692
PA14_58810	CP000438.1	5239235	5239924	-	690	2932
PA14_58820	CP000438.1	5239921	5240391	-	471	2263
PA14_58830	CP000438.1	5240388	5240813	-	426	3348
PA14_58840	CP000438.1	5240946	5241575	+	630	2298
PA14_58850	CP000438.1	5241572	5242021	+	450	1026
PA14_58860	CP000438.1	5242047	5242217	+	171	798
PA14_58870	CP000438.1	5242281	5243588	+	1308	8137
PA14_58880	CP000438.1	5243628	5244719	-	1092	664
PA14_58890	CP000438.1	5245268	5246905	+	1638	92
PA14_58900	CP000438.1	5246954	5251207	+	4254	2097
PA14_58910	CP000438.1	5251580	5252446	+	867	137
PA14_58920	CP000438.1	5252505	5253185	+	681	71
PA14_58930	CP000438.1	5253182	5253679	+	498	47
PA14_58940	CP000438.1	5253676	5253825	+	150	14
PA14_58950	CP000438.1	5253822	5254508	+	687	92
PA14_58960	CP000438.1	5254508	5255209	+	702	65
PA14_58970	CP000438.1	5255206	5255913	+	708	60
