,wt_light_mean_rpm,wt_dark_mean_rpm,log2_FC,-log10_pval,protein_ID,common_name,product
gene-PA14_55030,1.9282505195827422,2.691183999007151,-0.48094831979923514,0.475860111841877,cds-ABJ09862.1,PA14_55030,possible ABC-type transporter%2C permease component
gene-PA14_55040,1.1132334790833662,1.242946686903248,-0.1590080791559292,0.20600392171747167,cds-ABJ09861.1,PA14_55040,putative ATP-binding component of ferric enterobactin transport
gene-PA14_55050,207.3850359851356,147.60426353699208,0.4905774022562995,1.4628776437466144,cds-ABJ09860.1,PA14_55050,possible TonB-dependent receptor
gene-PA14_55060,31.694341339243962,27.97542049537151,0.18006546428044026,1.006841180637024,cds-ABJ09859.1,PA14_55060,conserved hypothetical protein
gene-PA14_55070,36.271912355429485,29.02620172346741,0.3214970023637519,1.5625883319303853,cds-ABJ09858.1,PA14_55070,conserved hypothetical protein
gene-PA14_55080,270.3493450224149,277.740148262116,-0.03891087725950948,0.19868877479820574,cds-ABJ09857.1,PA14_55080,hypothetical protein
gene-PA14_55090,29.865699340693084,36.47073665037146,-0.28824982670299115,2.2863756572346303,cds-ABJ09856.1,PA14_55090,hypothetical protein
gene-PA14_55100,9.795578820641254,14.951858993735962,-0.6101221685876154,1.7676987822541588,cds-ABJ09855.1,PA14_55100,hypothetical protein
gene-PA14_55110,15.139703116070727,20.888545979081666,-0.4643751307416426,2.0968210994946057,cds-ABJ09854.1,PA14_55110,hypothetical protein
gene-PA14_55117,22.008996176276508,26.40574974291648,-0.2627587478500183,0.7978773471400098,cds-ABJ15702.1,PA14_55117,hypothetical protein
gene-PA14_55130,1.0010774902075112,1.2555034533597114,-0.32671205005759485,0.25146607459832815,cds-ABJ09853.1,gloA2,lactoylglutathione lyase
gene-PA14_55140,1.8476616109466963,1.4865290815567107,0.3137526808632957,0.31714062994941605,cds-ABJ09852.1,PA14_55140,hypothetical protein
gene-PA14_55150,15.279322619356583,13.855663757365917,0.14110475083163687,0.6567743624560839,cds-ABJ09851.1,PA14_55150,probable transcriptional regulator
gene-PA14_55160,1.8546510123429751,3.450764536912672,-0.8957679306530792,0.5508616461930373,cds-ABJ09850.1,toxR,transcriptional regulator ToxR
gene-PA14_55170,44.432968390907774,39.963934013556475,0.15293191394692707,0.8977826290802788,cds-ABJ09849.1,cat,chloramphenicol acetyltransferase
gene-PA14_55180,72.89705086270095,81.12595590385386,-0.15430312062798082,0.48967030061419853,cds-ABJ09848.1,migA,probable glycosyl transferase
gene-PA14_55200,46.487687220778845,76.01663796001998,-0.7094665543731073,2.3850050537195306,cds-ABJ09847.1,PA14_55200,probable amidase
gene-PA14_55220,14.789584372188502,21.230466174656943,-0.5215545109146649,1.878622449892449,cds-ABJ09846.1,PA14_55220,probable MFS transporter
gene-PA14_55230,1.8117911880659499,4.0083882469590035,-1.1456051216535537,2.6974973087827268,cds-ABJ09845.1,PA14_55230,hypothetical protein
gene-PA14_55240,15.92176920232932,16.368948187404392,-0.0399609648258627,0.13053247955131925,cds-ABJ09844.1,PA14_55240,hypothetical protein
gene-PA14_55250,4.104217159698987,5.267591493228786,-0.36003632150612547,0.6063920556708059,cds-ABJ09843.1,PA14_55250,probable transcriptional regulator
gene-PA14_55260,0.9962892067387917,1.023917131482628,-0.039462419963886004,0.03115356047263916,cds-ABJ09842.1,PA14_55260,hypothetical protein
gene-PA14_55280,3.3147371185705943,4.238169550915306,-0.3545467502040913,1.677296910772773,cds-ABJ09841.1,PA14_55280,probable peptidyl-prolyl cis-trans isomerase%2C PpiC
gene-PA14_55290,3.4493017969311897,2.5865607536565958,0.41526914439495805,0.5003234234362852,cds-ABJ09840.1,PA14_55290,hypothetical protein
gene-PA14_55300,2.3268863536457975,1.4411901098744877,0.6911397105730807,1.1566161876777767,cds-ABJ09839.1,PA14_55300,hypothetical protein
gene-PA14_55320,2.486532352338233,1.3618323149825649,0.8685856475096225,1.6859249127204503,cds-ABJ09838.1,PA14_55320,conserved hypothetical protein
gene-PA14_55330,0.7660186918261491,0.6058930544074105,0.3383159278017086,1.6675758218363999,cds-ABJ09837.1,PA14_55330,hypothetical protein
gene-PA14_55340,0.6651714683158048,0.5840157615493221,0.1877186786690366,0.4017921668040666,cds-ABJ09836.1,exbD2,transport protein ExbD
gene-PA14_55360,2.039910826866576,2.8506394741076826,-0.482779300694254,1.517812484088482,cds-ABJ09835.1,exbB2,transport protein ExbB2
gene-PA14_55380,1.119571788102462,1.409436350330888,-0.33217102280741256,0.6573700082692432,cds-ABJ09834.1,PA14_55380,hypothetical protein
gene-PA14_55390,0.5899055242902288,0.2691352531526436,1.1321496090397243,0.5841573749519072,cds-ABJ09833.1,PA14_55390,hypothetical protein
gene-PA14_55400,37.776253802166785,46.1737540181614,-0.2895933845958727,1.3775912547875804,cds-ABJ09832.1,PA14_55400,hypothetical protein
gene-PA14_55410,2.033079523399461,2.9224982815309812,-0.5235353121612674,0.7016203326855895,cds-ABJ09831.1,PA14_55410,hypothetical protein
gene-PA14_55430,0.5126991358158222,1.3775246735591022,-1.4258920109803845,2.2337758825608183,cds-ABJ09830.1,hxcS,probable type II secretion system protein
gene-PA14_55440,3.5340588425882635,5.814820635552578,-0.7184084685883564,1.5090849325631441,cds-ABJ09829.1,hxcR,probable type II secretion system protein
gene-PA14_55450,2.471408961218899,2.545505941584153,-0.04261865276986826,0.04199022524106894,cds-ABJ09828.1,hxcQ,probable type II secretion system protein
gene-PA14_55460,0.18073270603518474,0.2337804103105238,-0.371294616071424,0.169591194088362,cds-ABJ09827.1,hxcZ,probable type II secretion system protein
gene-PA14_55470,1.8832510614595137,1.6789696265392322,0.1656491172965208,0.5852887683291725,cds-ABJ09826.1,hxcY,probable type II secretion system protein
gene-PA14_55480,0.5947616613196902,0.5956055507638903,-0.0020455423323228117,0.0021629108886335392,cds-ABJ09825.1,hxcX,probable type II secretion system protein
gene-PA14_55490,2.0808259291338644,1.869783790988224,0.15428474678232418,0.28398297676677065,cds-ABJ09824.1,hxcT,HxcT pseudopilin
gene-PA14_55500,0.8728490289475328,0.636705310264377,0.4551057282277641,0.39056743097412927,cds-ABJ09823.1,hxcV,HxcV putative pseudopilin
gene-PA14_55510,5.052283574997404,6.443495799582776,-0.35090792912377566,0.8501526455236716,cds-ABJ09822.1,hxcP,hypothetical protein
gene-PA14_55520,0.6299302485061361,0.9888574029378144,-0.6505695678201517,0.6754326303757959,cds-ABJ09821.1,hxcU,probable type II secretion system protein
gene-PA14_55530,1.9795599342156283,3.5542079732847145,-0.8443480298858912,1.4699403913606155,cds-ABJ09820.1,hxcW,probable type II secretion system protein
gene-PA14_55540,3.0375791285438623,4.397784095568949,-0.5338546393295418,0.5486028184644159,cds-ABJ09819.1,PA14_55540,probable transmembrane sensor
gene-PA14_55550,1.7984875525991069,1.850988328066702,-0.041511600456163,0.05103450117045748,cds-ABJ09818.1,PA14_55550,probable sigma-70 factor%2C ECF subfamily
gene-PA14_55560,3.9903093624553296,4.485609101457673,-0.1688032613454827,0.31376948361854107,cds-ABJ09817.1,pigC,hypothetical protein
gene-PA14_55570,8.235964096951811,13.637990941736783,-0.7276216159823157,2.2544641334086903,cds-ABJ09816.1,pigB,hypothetical protein
gene-PA14_55580,10.842665832816563,24.720251146663525,-1.1889738166572221,0.8077151945654835,cds-ABJ09815.1,nemO,heme oxygenase
gene-PA14_55590,3.8341142389868494,3.862435795397765,-0.010617625440000809,0.01230952271320433,cds-ABJ09814.1,PA14_55590,hypothetical protein
gene-PA14_55600,4.820044356850441,5.939900012668908,-0.3013921662814205,1.192757840390741,cds-ABJ09813.1,PA14_55600,hypothetical protein
gene-PA14_55610,12.070727837898938,12.386070804377086,-0.03720592522526637,0.11993245881746652,cds-ABJ09812.1,PA14_55610,conserved hypothetical protein
gene-PA14_55620,1.0761442448357148,2.954546601122535,-1.4570644289065535,1.2899469459736486,,,
gene-PA14_55631,1671.127497314854,1885.8798300535018,-0.17441594218252882,0.36458194195686144,,,
gene-PA14_55634,16.392295926462793,23.159327219336646,-0.4985753832795336,0.9461246335195296,,,
gene-PA14_55635,56.53864942563137,81.8260067609269,-0.5333220188857547,2.39605653100317,,,
gene-PA14_55637,196.09122729386823,567.2144610540173,-1.5323693156582985,1.0803257525550654,,,
gene-PA14_55640,31.227341217879296,28.950388202868577,0.10922704209198236,0.6312034769318593,cds-ABJ13551.1,sbcD,exonuclease SbcD
gene-PA14_55650,85.63037028213311,82.42061944443186,0.055117256861434746,0.8601180923326492,cds-ABJ13552.1,sbcC,putative exonuclease
gene-PA14_55660,119.56117103548547,141.7994897951413,-0.24610340716374174,1.4881436487923718,cds-ABJ13553.1,recD,exodeoxyribonuclease V alpha chain
gene-PA14_55670,176.15374576088436,193.11064337370644,-0.1325925276427546,1.2309084456645853,cds-ABJ13554.1,recB,exodeoxyribonuclease V beta chain
gene-PA14_55690,193.5541139376154,187.35612493617464,0.046953829605339316,0.29587984442451526,cds-ABJ13555.1,recC,exodeoxyribonuclease V gamma chain
gene-PA14_55710,67.87426817446386,75.07044873257594,-0.1453803669091225,0.5714544488869198,cds-ABJ13556.1,PA14_55710,putative lipoate-protein ligase
gene-PA14_55720,2.2330835524097554,2.3562849778566712,-0.07747676899177319,0.08235440965909215,cds-ABJ13557.1,PA14_55720,putative membrane protein
gene-PA14_55730,4.907634410650154,10.752187029790255,-1.1315302917359764,2.5163123814648207,cds-ABJ13558.1,PA14_55730,putative transcriptional regulator%2C AraC family
gene-PA14_55740,21.317617406238664,31.03532967291193,-0.5418652474606351,2.1870226997834,cds-ABJ13559.1,chrA,putative chromate transport protein
gene-PA14_55750,86.08666566171597,71.67951545397341,0.264228901263115,0.961369782084541,cds-ABJ13561.1,PA14_55750,putative chemotaxis transducer
gene-PA14_55760,19.781149621669705,21.40493388488331,-0.11381710012259881,1.1186488171421642,cds-ABJ13560.1,PA14_55760,conserved hypothetical protein
gene-PA14_55770,125.9390420030636,108.7343231968644,0.21191818137406235,1.3833640954156428,cds-ABJ13562.1,pitA,putative probable phosphate transporter
gene-PA14_55780,20.55211519639531,52.49300096297268,-1.3528381522914517,3.704160885136127,cds-ABJ13563.1,PA14_55780,putative two-component sensor
gene-PA14_55790,5.816090501855702,36.50675043621722,-2.650041422732518,3.96608056464613,cds-ABJ13564.1,PA14_55790,putative pilus assembly protein
gene-PA14_55800,1.4495716065672575,2.5862786532615973,-0.8352506814891308,1.7278161520092064,cds-ABJ13565.1,PA14_55800,putative pilus assembly protein
gene-PA14_55810,176.85440292152416,315.4918790734988,-0.8350407299021082,1.8445157506059708,cds-ABJ13566.1,PA14_55810,putative two-component response regulator
gene-PA14_55820,12.62040517101498,23.0172903954178,-0.8669597288913763,2.4053025157613517,cds-ABJ13567.1,PA14_55820,putative membrane protein
gene-PA14_55840,3.2515228670730383,8.243802461511432,-1.3421940950547613,3.2453790609180766,cds-ABJ13568.1,PA14_55840,conserved hypothetical protein
gene-PA14_55850,18.403573572640912,29.729369800977526,-0.691902918069423,3.053535218161279,cds-ABJ13569.1,PA14_55850,putative pilus assembly protein
gene-PA14_55860,8.236484354993937,11.703089772140048,-0.5067888419067799,2.345737558026505,cds-ABJ13570.1,PA14_55860,putative pilus assembly protein
gene-PA14_55880,5.211692975159644,9.937074664811275,-0.9310689765308008,2.1965065742741863,cds-ABJ13571.1,PA14_55880,putative pilus assembly protein
gene-PA14_55890,12.027984017079717,22.91316175969844,-0.9297816348378265,2.1670316143200177,cds-ABJ13572.1,cpaF2,putative type II secretion system protein
gene-PA14_55900,13.47227216008781,22.62088767639786,-0.7476623118848497,2.595676487439507,cds-ABJ13573.1,PA14_55900,putative pilus assembly protein
gene-PA14_55920,31.032949179467636,42.527017813663,-0.4545788693900182,3.155743200025095,cds-ABJ13574.1,PA14_55920,putative type II secretion system protein
gene-PA14_55930,19.70778721446171,36.885645163448736,-0.9042936355877712,3.984798627601979,cds-ABJ13575.1,PA14_55930,putative pilus assembly protein
gene-PA14_55940,445.5727622758197,680.183365137768,-0.6102626782967512,0.9234498215333483,cds-ABJ13576.1,PA14_55940,putative pilus assembly protein
gene-PA14_55960,55.99368633258005,65.30018713101882,-0.2218229597169752,1.1542614632635415,cds-ABJ13577.1,pctC,chemotactic transducer PctC
gene-PA14_55980,306.6013525022966,245.96540824044118,0.3179086259822619,2.493096286724437,cds-ABJ13578.1,yjgR,conserved hypothetical protein
gene-PA14_56000,70.3467732600588,82.19339555350113,-0.2245382214839603,0.9395001123583553,cds-ABJ13579.1,pctA,chemotactic transducer PctA
gene-PA14_56010,197.2798117218545,249.72193660423508,-0.34007922957870473,1.588546992157884,cds-ABJ13580.1,pctB,chemotactic transducer PctB
gene-PA14_56030,266.27524012210716,275.9289746178181,-0.051378673987402916,0.3012413613214658,cds-ABJ13581.1,PA14_56030,putative glycosyl transferase
gene-PA14_56040,75.82448252070826,79.7641798499363,-0.07307726481063552,0.5021862503349449,cds-ABJ13582.1,PA14_56040,putative deacetylase
gene-PA14_56050,42.70527250126966,42.65557201480025,0.001679989277930335,0.005141978936686994,cds-ABJ13583.1,PA14_56050,putative membrane protein
gene-PA14_56060,211.4664542411576,158.0309005079681,0.42022213598707003,2.3532550055642245,cds-ABJ13584.1,purU1,formyltetrahydrofolate deformylase
gene-PA14_56070,431.0118344651366,265.5614188807709,0.6986819151796211,1.5645301527500115,cds-ABJ13585.1,mvaT,transcriptional regulator MvaT%2C P16 subunit
gene-PA14_56080,200.83996680414728,197.68926078345513,0.022811890916509855,0.2317642121523605,cds-ABJ13586.1,sbcB,exodeoxyribonuclease I
gene-PA14_56090,72.65988524799162,73.72145182116114,-0.020925395133795644,0.0413664456098358,cds-ABJ13587.1,PA14_56090,conserved hypothetical protein
gene-PA14_56100,36.57373298029235,45.51463610095275,-0.3155226521718176,0.7061276182073519,cds-ABJ13588.1,PA14_56100,putative membrane protein
gene-PA14_56110,22.351839265830467,25.942169015064866,-0.21490554749461008,0.42217539055842845,cds-ABJ13589.1,PA14_56110,putative membrane protein
gene-PA14_56130,32.92175670914619,42.44445663281796,-0.3665348158918912,0.7227392732698268,cds-ABJ13590.1,PA14_56130,hypothetical protein
gene-PA14_56140,25.518621602264535,39.17086423921023,-0.6182305359454937,1.0521035199022926,cds-ABJ13591.1,PA14_56140,hypothetical protein
gene-PA14_56160,96.49913108773755,137.58088360241825,-0.5116921648692698,3.0361592975353,cds-ABJ13592.1,moxR,putative methanol dehydrogenase regulatory protein
gene-PA14_56170,39.18457599736165,58.044215057762166,-0.5668663906701417,1.7518593646291865,cds-ABJ13593.1,PA14_56170,conserved hypothetical protein
gene-PA14_56180,108.84798520690185,104.13606144599406,0.06384495429002195,0.6001344184148978,cds-ABJ13594.1,PA14_56180,conserved hypothetical protein
gene-PA14_56190,30.270743522978407,36.60765949068153,-0.27422141794135185,1.8022509112940022,cds-ABJ13595.1,PA14_56190,conserved hypothetical protein
gene-PA14_56200,29.239670178438104,41.2362447090562,-0.4959859034126309,1.373369301562052,cds-ABJ13596.1,PA14_56200,putative lipoprotein
gene-PA14_56210,17.546347298740116,20.940312389484163,-0.2551122217396936,1.0958612099554046,cds-ABJ13597.1,PA14_56210,hypothetical protein
gene-PA14_56220,158.3387781137842,656.8251007653356,-2.052494630835666,3.3376474185882965,cds-ABJ13598.1,PA14_56220,putative universal stress protein
gene-PA14_56240,938.5344605191048,1184.3454911853964,-0.3356083745200501,2.6891580927625527,cds-ABJ13599.1,pykA,pyruvate kinase II
gene-PA14_56250,41.743495422863894,51.8902109189489,-0.31391098252663663,4.056717968463367,cds-ABJ13600.1,PA14_56250,putative enoyl-CoA hydratase/isomerase
gene-PA14_56260,41.04442909807086,56.737776358246585,-0.4671231801259009,1.7767684633261873,cds-ABJ13601.1,PA14_56260,putative ferredoxin reductase
gene-PA14_56280,61.15364993124786,80.54860206301528,-0.39742093717223986,2.200094774361692,cds-ABJ13602.1,PA14_56280,hypothetical protein
gene-PA14_56300,372.2014392946739,340.1032963641291,0.13011064484344434,1.63336518636093,cds-ABJ13603.1,fumA,putative fumarase
gene-PA14_56340,35.943740158789524,38.52318451938074,-0.09998642819222597,0.42594174449512934,cds-ABJ13604.1,mntH1,NRAMP protein MntH1
gene-PA14_56360,25.435199779209796,31.00543049432578,-0.28569448463721764,2.091827052779953,cds-ABJ13605.1,PA14_56360,conserved hypothetical protein
gene-PA14_56370,59.68343328105501,83.1294155014023,-0.4780285320460295,2.7611975774734203,cds-ABJ13606.1,PA14_56370,putative amidase/protease
gene-PA14_56380,9.68599825353917,10.145360040165391,-0.06684740988643029,0.11306973668731296,cds-ABJ13607.1,PA14_56380,hypothetical protein
gene-PA14_56390,115.07323496468682,74.81225180335191,0.6212058464573176,2.9456426245081118,cds-ABJ13608.1,PA14_56390,putative acyltransferase
gene-PA14_56410,89.04528450931089,69.71896128836586,0.35298813377681454,2.1545414984991997,cds-ABJ13609.1,PA14_56410,putative phospholipase
gene-PA14_56420,45.98886609007082,41.43285930274756,0.15050923845797912,1.2495125656233366,cds-ABJ13610.1,PA14_56420,putative membrane protein
gene-PA14_56430,5.665356737263178,6.179973019415576,-0.12543371546970114,0.7717988267650703,cds-ABJ13611.1,PA14_56430,putative transcriptional regulator
gene-PA14_56450,17.070125304344497,16.730841350229856,0.02896365031599888,0.08731121504381935,cds-ABJ13612.1,PA14_56450,putative amidase
gene-PA14_56470,3.180584842138506,3.024909671149592,0.07239998570083371,0.07405294340436866,cds-ABJ13613.1,PA14_56470,putative MFS transporter
gene-PA14_56480,28.545920644035807,18.54600980456399,0.6221757417728512,1.6200883688378651,cds-ABJ13614.1,PA14_56480,Metal-dependent amidase/aminoacylase/carboxypeptid
gene-PA14_56510,108.26471157635164,47.3188120590219,1.1940773016442892,3.158843339207301,cds-ABJ13615.1,PA14_56510,conserved hypothetical protein
gene-PA14_56520,18.012564804443077,18.11193088045354,-0.007936736330072186,0.02119417907613642,cds-ABJ13616.1,PA14_56520,conserved hypothetical protein
gene-PA14_56530,47.22773889956031,88.80102545039499,-0.910941856230696,2.1000350977071114,cds-ABJ13617.1,PA14_56530,putative beta-lactamase
gene-PA14_56540,320.424779812486,504.1014456048926,-0.6537283680883655,1.4416165414705833,cds-ABJ13618.1,PA14_56540,putative flavoprotein
gene-PA14_56550,33.942446514966974,56.874824628009755,-0.7446996187655215,2.758222894848067,cds-ABJ13619.1,PA14_56550,conserved hypothetical protein
gene-PA14_56560,2.1243522718908454,4.284636924177524,-1.0121495907291993,3.528937672366463,cds-ABJ13620.1,PA14_56560,putative hemolysin
gene-PA14_56570,1.155430968717395,4.754251129052978,-2.040786091684065,3.6879203662905007,cds-ABJ13621.1,PA14_56570,putative acyltransferase
gene-PA14_56590,1015.5344392082949,3047.9953941994813,-1.5856215561226998,2.6878484877810895,cds-ABJ13622.1,PA14_56590,putative universal stress protein
gene-PA14_56600,13.277715560543655,37.87523349595032,-1.512247760200301,1.1530984817801302,cds-ABJ13623.1,PA14_56600,conserved hypothetical protein
gene-PA14_56620,6.982130585886735,133.53141671630854,-4.257367866166764,0.74055956543692,cds-ABJ13624.1,PA14_56620,putative transcriptional regulator
gene-PA14_56640,5.906032305305657,46.53218154092544,-2.9779674581034934,0.4452785202327417,cds-ABJ13625.1,PA14_56640,putative MFS transporter
gene-PA14_56660,54.28569723979092,57.13123254990208,-0.07370751527170388,0.12352812146932354,cds-ABJ13626.1,PA14_56660,probable xenobiotic reductase B
gene-PA14_56670,22.9909405503265,57.03657095973302,-1.3108217244788625,2.5260851063596617,cds-ABJ13627.1,PA14_56670,conserved hypothetical protein
gene-PA14_56680,239.9316402163829,555.8563955611409,-1.2120887891732004,1.9114841577478954,cds-ABJ13628.1,PA14_56680,putative ferrous iron transport protein B
gene-PA14_56690,80.20809990326505,134.24595450909192,-0.7430587647853828,1.2948242607786675,cds-ABJ13629.1,feoA,putative iron transport protein
gene-PA14_56700,30.145763558899432,30.658238391604623,-0.024319530263481517,0.061930201566161795,cds-ABJ13630.1,PA14_56700,conserved hypothetical protein
gene-PA14_56720,52.54088232188226,50.707371133879356,0.0512449454758824,0.5434102915157264,cds-ABJ13631.1,PA14_56720,probable dehydrogenase
gene-PA14_56730,95.42350563713283,171.4692158401974,-0.8455329897438946,2.35865148015245,cds-ABJ13632.1,PA14_56730,conserved hypothetical protein
gene-PA14_56740,17.06684427081709,19.84457175342631,-0.217548094533297,0.5459790328400943,cds-ABJ13633.1,iciA,inhibitor of chromosome initiation
gene-PA14_56750,0.7244306078755725,2.799753142777772,-1.9503787353564601,1.342031752547724,cds-ABJ13634.1,PA14_56750,conserved hypothetical protein
gene-PA14_56770,1.106419285859875,2.4523305349828486,-1.1482545149484271,1.000486821128299,cds-ABJ13635.1,PA14_56770,putative permease
gene-PA14_56780,1204.6996381513416,981.3987701080772,0.29576212241015415,1.7579546749538164,cds-ABJ13636.1,sodB,iron superoxide dismutase'
gene-PA14_56790,76.64074076338223,127.46654468244851,-0.7339352239217317,3.376661495043219,cds-ABJ13637.1,PA14_56790,putative GGDEF domain/EAL domain protein
gene-PA14_56800,21.45120037326413,29.387658836067597,-0.45415203239737845,2.0637590027324237,cds-ABJ13638.1,PA14_56800,hypothetical protein
gene-PA14_56810,19.248971324635644,34.803065205859404,-0.8544329907852152,2.718173553050846,cds-ABJ13639.1,PA14_56810,putative lemA-like protein
gene-PA14_56830,1522.970297343442,1759.194842602464,-0.2080274746023841,0.4470591476213493,cds-ABJ13640.1,icmP,Insulin-cleaving metalloproteinase outer membrane
gene-PA14_56840,99.69801457306933,91.82030575812125,0.11875153706480507,0.2825621765921597,cds-ABJ13641.1,PA14_56840,putative thiol oxidoreductase
gene-PA14_56850,160.78390128790696,232.8244768700466,-0.5341197722608119,1.89403338847103,cds-ABJ13642.1,PA14_56850,putative lipoprotein
gene-PA14_56870,88.17205443214198,140.73227797970216,-0.6745598726714289,2.0590916214621213,cds-ABJ13643.1,PA14_56870,conserved hypothetical protein
gene-PA14_56880,74.75614938620421,85.00456814922866,-0.18534811225554532,0.707671232286183,cds-ABJ13644.1,PA14_56880,putative membrane fusion protein
gene-PA14_56890,93.53874133896016,109.58091354317487,-0.22836061281181122,1.030884155687611,cds-ABJ13645.1,PA14_56890,putative RND efflux transporter
gene-PA14_56900,71.69866973161416,66.88242106607457,0.1003192782803591,0.9109634816982339,cds-ABJ13646.1,pncB2,nicotinate phosphoribosyltransferase
gene-PA14_56910,28.420378649308798,21.62550818648749,0.39419172430054084,1.472007808445673,cds-ABJ13647.1,PA14_56910,conserved hypothetical protein
gene-PA14_56920,32.24064361059308,24.017541182884425,0.42479206742031156,1.308799006119262,cds-ABJ13648.1,inaA,InaA protein
gene-PA14_56930,26.192445132703096,26.915237704599587,-0.03927241992984329,0.17184148322129536,cds-ABJ13649.1,PA14_56930,conserved hypothetical protein
gene-PA14_56940,30.984277172191454,32.27531622047287,-0.058894916394859845,0.3876050559507751,cds-ABJ13650.1,colS,putative two-component sensor
gene-PA14_56950,42.487054588164234,42.98437262720292,-0.01678891700118205,0.06995163800669206,cds-ABJ13651.1,colR,putative DNA-binding response regulator ColR
gene-PA14_56960,0.7626927829594382,1.1554629890261565,-0.5992964487698952,0.7469260405996271,cds-ABJ13652.1,PA14_56960,hypothetical protein
gene-PA14_56970,7.376703953399956,9.032550509366315,-0.2921570433892291,1.4356136698925783,cds-ABJ13653.1,PA14_56970,conserved hypothetical protein
gene-PA14_56980,22.75093287085115,31.77448056714429,-0.4819428206055443,1.5524066745839942,cds-ABJ13654.1,crcB,putative integral membrane protein
gene-PA14_56990,124.46721474470644,104.84316495072964,0.24753296666557922,0.8917723677917898,cds-ABJ13655.1,PA14_56990,conserved hypothetical protein
gene-PA14_57010,4152.371159846502,2936.1337726377337,0.5000177046275905,0.8790882780921553,cds-ABJ13656.1,groEL,GroEL protein
gene-PA14_57020,581.2839216774884,182.80671311368,1.6689239480183276,1.8954584900901417,cds-ABJ13657.1,groES,Hsp10 protein
gene-PA14_57030,46.04363075121251,52.053203284586196,-0.1769853430727746,0.5621648629671469,cds-ABJ13658.1,PA14_57030,putative membrane protein
gene-PA14_57040,113.52500123902024,98.83618553857032,0.19989881280023977,1.352618691922752,cds-ABJ13659.1,PA14_57040,conserved hypothetical protein
gene-PA14_57050,288.666212979389,218.02202106230058,0.40492839505898004,2.4135098185702555,cds-ABJ13660.1,PA14_57050,putative short chain dehydrogenase
gene-PA14_57060,139.26353633417065,51.309586126863245,1.4405172519942677,2.2188147829153313,cds-ABJ13661.1,PA14_57060,conserved hypothetical protein
gene-PA14_57070,29.173445899878477,22.184109899219667,0.39512911985644794,0.8723195635407752,cds-ABJ13663.1,PA14_57070,conserved hypothetical protein
gene-PA14_57080,39.530527105724424,28.436116718548302,0.4752427163866699,1.8003350598358276,cds-ABJ13662.1,PA14_57080,putative methyltransferase
gene-PA14_57100,72.81049198719026,78.09188468820332,-0.10102627221540798,0.6868953478622659,cds-ABJ13664.1,ampG,putative permease
gene-PA14_57110,237.07263722284696,101.90259852846071,1.2181383084671147,3.0485762985236384,cds-ABJ13665.1,PA14_57110,putative mechanosensitive ion channel family protein
gene-PA14_57130,212.1757751061518,200.34696625527405,0.08275928342585066,0.9156810910345025,cds-ABJ13666.1,PA14_57130,conserved hypothetical protein
gene-PA14_57140,19.647289466147413,18.112470393686564,0.11734695461662799,0.37124934643353763,cds-ABJ13667.1,PA14_57140,putative two-component response regulator
gene-PA14_57160,24.93081552181974,55.12608118932695,-1.1448049384942445,2.8209694778219574,cds-ABJ13668.1,apbA,Ketopantoate reductase
gene-PA14_57170,75.3622174397991,79.8978346982796,-0.0843149891947613,0.6662540878730503,cds-ABJ13669.1,PA14_57170,putative two-component response regulator
gene-PA14_57180,89.3549074238353,80.83461950093852,0.14457366687469553,1.157833847802985,cds-ABJ13670.1,PA14_57180,putative cob(I)alamin adenosyltransferase
gene-PA14_57190,221.3896502457866,169.4391928403438,0.38582015519879415,2.7967667594639916,cds-ABJ13671.1,mutT,putative pyrophosphohydrolase
gene-PA14_57200,127.1899236965902,99.21172593622403,0.3584018286089269,2.086931994534532,cds-ABJ13672.1,PA14_57200,putative glutathione S-transferase
gene-PA14_57210,472.65691985639023,435.5413229317866,0.11798377235780852,0.8225309001043181,cds-ABJ13673.1,argJ,N-acetylglutamate synthase
gene-PA14_57220,1006.086754235107,995.2293695943089,0.0156537475032086,0.08825263676470108,cds-ABJ13674.1,secA,preprotein translocase%2C SecA subunit
gene-PA14_57240,112.3109418383189,79.3196925582027,0.5017474922359337,3.136247299080062,cds-ABJ13675.1,PA14_57240,putative peptidase
gene-PA14_57250,10.247500230966232,15.752037805078523,-0.6202664068433003,1.735720105949349,cds-ABJ13676.1,PA14_57250,conserved hypothetical protein
gene-PA14_57260,1187.4228916014338,775.0384104318405,0.6154941143148702,2.5553977234343836,cds-ABJ13677.1,lpxC,UDP-3-O-acyl-N-acetylglucosamine deacetylase
gene-PA14_57275,1837.9423107826653,1568.5827032001625,0.22862988699506184,2.337434320483609,cds-ABJ15653.1,ftsZ,cell division protein FtsZ
gene-PA14_57290,458.52469800564853,381.4036481239091,0.2656808016100275,1.2412310301137952,cds-ABJ13678.1,ftsA,ATP-binding cell division protein FtsA
gene-PA14_57300,157.9686233394091,186.44329226974946,-0.23909886208747447,1.2415641401906456,cds-ABJ13679.1,ftsQ,cell division septal protein
gene-PA14_57320,321.57911090051994,303.1385509907215,0.08519635944821183,0.497225937298996,cds-ABJ13680.1,ddlB,D-alanine--D-alanine ligase
gene-PA14_57330,348.8088890081801,375.3031274631951,-0.1056195061297218,0.9718565350351627,cds-ABJ13681.1,murC,UDP-N-acetylmuramate-alanine ligase
gene-PA14_57340,102.33968912514501,134.96819480464487,-0.3992537174228676,1.4119812727326737,cds-ABJ13682.1,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentape
